Nama_Bahan,Energi (kal),Protein (g),Lemak (g),Karbohidrat (g),Serat (g),BDD ( 100% ),Mentahan / Olahan,Kelompok Makanan,Jenis Makanan
Mie pangsit basah,0.1085011185682327,0.07940780619111709,0.049,0.1,0.0,100,Olahan,Serealia,Makanan pokok
Misoa,0.3769574944071588,0.1144010767160162,0.022,0.8297872340425532,0.01075268817204301,100,Olahan,Serealia,Makanan pokok
Nasi,0.1923937360178971,0.04037685060565276,0.003,0.4234042553191489,0.004301075268817205,100,Olahan,Serealia,Makanan pokok
Nasi beras merah,0.1577181208053691,0.03768506056527591,0.004,0.3457446808510638,0.006451612903225806,100,Olahan,Serealia,Makanan pokok
Nasi gemuk,0.2058165548098434,0.05114401076716016,0.08800000000000001,0.2595744680851064,0.01505376344086022,100,Olahan,Serealia,Makanan pokok
Nasi gurih,0.203579418344519,0.063257065948856,0.075,0.2765957446808511,0.01505376344086022,100,Olahan,Serealia,Makanan pokok
Nasi jagung,0.3903803131991051,0.1184387617765814,0.005,0.8457446808510638,0.1333333333333334,100,Olahan,Serealia,Makanan pokok
Nasi minyak,0.2225950782997763,0.04710632570659488,0.05,0.3946808510638298,0.01720430107526882,100,Olahan,Serealia,Makanan pokok
Nasi rames,0.1644295302013423,0.1386271870794078,0.042,0.2031914893617021,0.0,100,Olahan,Serealia,Makanan pokok
Nasi tim,0.1252796420581656,0.03230148048452221,0.004,0.2765957446808511,0.01075268817204301,100,Olahan,Serealia,Makanan pokok
Nopia spesial,0.4239373601789709,0.07133243606998654,0.076,0.7904255319148936,0.006451612903225806,100,Olahan,Serealia,Lain-lain
Onde-onde,0.3668903803131991,0.05383580080753701,0.098,0.6159574468085106,0.0,100,Olahan,Serealia,Lain-lain
Padamaran,0.1823266219239374,0.05248990578734859,0.08900000000000001,0.2,0.0,100,Olahan,Serealia,Lain-lain
Pastel,0.3344519015659955,0.06056527590847914,0.133,0.451063829787234,0.0,100,Olahan,Serealia,Lain-lain
Pulut,0.232662192393736,0.03499327052489906,0.031,0.4723404255319149,0.0,100,Olahan,Serealia,Lain-lain
Pundut nasi,0.1073825503355705,0.02557200538358008,0.04099999999999999,0.1606382978723404,0.00860215053763441,100,Olahan,Serealia,Lain-lain
Putri hijau,0.2024608501118568,0.07267833109017498,0.021,0.3957446808510638,0.0,100,Olahan,Serealia,Lain-lain
Putri selat,0.1733780760626398,0.02960969044414536,0.065,0.2531914893617021,0.0,100,Olahan,Serealia,Lain-lain
Putu sopa,0.2315436241610738,0.04441453566621803,0.04099999999999999,0.4372340425531915,0.0,100,Olahan,Serealia,Lain-lain
Renggi goreng,0.517897091722595,0.063257065948856,0.218,0.6819148936170212,0.1376344086021506,100,Olahan,Serealia,Lain-lain
Roti boong,0.37248322147651,0.0740242261103634,0.162,0.4606382978723404,0.0,100,Olahan,Serealia,Makanan pokok
Roti putih,0.2684563758389261,0.107671601615074,0.012,0.5319148936170213,0.1956989247311828,100,Olahan,Serealia,Makanan pokok
Roti warna sawo matang,0.2695749440715883,0.1063257065948856,0.015,0.5287234042553192,0.0,100,Olahan,Serealia,Makanan pokok
Sarimuka,0.1767337807606264,0.03095558546433378,0.028,0.35,0.0,100,Olahan,Serealia,Lain-lain
Spaghetti,0.1465324384787472,0.09959623149394348,0.021,0.2404255319148936,0.0,100,Olahan,Serealia,Makanan pokok
Srikaya ketan,0.2874720357941834,0.03633916554508749,0.064,0.5223404255319148,0.0,100,Olahan,Serealia,Lain-lain
Sunduk lawang,0.1935123042505593,0.02557200538358008,0.013,0.3446808510638298,0.0,100,Olahan,Serealia,Lain-lain
Suwir-suwir,0.3791946308724832,0.006729475100942127,0.009000000000000001,0.8957446808510638,0.01720430107526882,100,Olahan,Serealia,Lain-lain
Tapai beras,0.1017897091722595,0.02288021534320323,0.003,0.2382978723404255,0.0,100,Olahan,Serealia,Lain-lain
Tapai ketan hitam,0.1767337807606264,0.05114401076716016,0.01,0.3659574468085106,0.006451612903225806,100,Olahan,Serealia,Lain-lain
Tapai ketan putih,0.1834451901565995,0.04037685060565276,0.005,0.398936170212766,0.01290322580645161,100,Olahan,Serealia,Lain-lain
"Tepung beras, mentah",0.3859060402684563,0.09421265141318977,0.005,0.851063829787234,0.05161290322580645,100,Olahan,Serealia,Makanan pokok
Tepung jagung putih,0.3881431767337807,0.1238223418573351,0.039,0.7840425531914894,0.1548387096774194,100,Olahan,Serealia,Makanan pokok
Tepung terigu,0.3635346756152125,0.1211305518169583,0.01,0.8212765957446808,0.006451612903225806,100,Olahan,Serealia,Makanan pokok
Tipa-tipa,0.3881431767337807,0.08344549125168237,0.012,0.8489361702127659,0.02795698924731183,100,Olahan,Serealia,Lain-lain
Wajit camilan,0.3299776286353467,0.08479138627187079,0.027,0.6734042553191489,0.1483870967741936,100,Olahan,Serealia,Lain-lain
Widaran,0.465324384787472,0.01749663526244953,0.107,0.8585106382978723,0.004301075268817205,100,Olahan,Serealia,Lain-lain
Wingko babat,0.3881431767337807,0.04306864064602961,0.151,0.5468085106382978,0.05161290322580645,100,Olahan,Serealia,Lain-lain
Yangko,0.2751677852348993,0.04037685060565276,0.011,0.6180851063829788,0.01720430107526882,100,Olahan,Serealia,Lain-lain
Es krim,0.2259507829977629,0.05383580080753701,0.125,0.2191489361702128,0.0,100,Olahan,Susu,Lain-lain
Hangop,0.06375838926174497,0.1345895020188425,0.01,0.03723404255319149,0.0,100,Olahan,Susu,Lain-lain
Keju,0.3557046979865772,0.306864064602961,0.203,0.1393617021276596,0.0,100,Olahan,Susu,Lain-lain
"Kepala susu - krim, segar",0.2192393736017897,0.03499327052489906,0.2,0.0425531914893617,0.0,100,Tunggal,Susu,Lain-lain
Kwark (Quark),0.261744966442953,0.2557200538358008,0.17,0.03191489361702127,0.0,100,Olahan,Susu,Lain-lain
"Susu asam untuk bayi, bubuk",0.4586129753914989,0.2557200538358008,0.09,0.6968085106382979,0.0,100,Olahan,Susu,Lain-lain
Susu bubuk,0.5648769574944071,0.3310901749663526,0.3,0.3851063829787234,0.0,100,Olahan,Susu,Lain-lain
Susu ibu - ASI,0.06040268456375839,0.02018842530282638,0.032,0.07446808510638298,0.0,100,Tunggal,Susu,Lain-lain
"Susu kambing, segar",0.06263982102908278,0.05787348586810229,0.023,0.0702127659574468,0.0,100,Tunggal,Susu,Lain-lain
Susu kental manis,0.3747203579418344,0.1103633916554509,0.1,0.5851063829787234,0.0,100,Olahan,Susu,Lain-lain
Susu kental tak manis,0.145413870246085,0.09421265141318977,0.079,0.1053191489361702,0.0,100,Olahan,Susu,Lain-lain
"Susu kerbau, segar",0.1700223713646532,0.08479138627187079,0.12,0.07553191489361702,0.0,100,Tunggal,Susu,Lain-lain
"Susu kuda, segar",0.03579418344519016,0.02691790040376851,0.011,0.0574468085106383,0.0,100,Tunggal,Susu,Lain-lain
"Susu sapi, segar",0.0592841163310962,0.04306864064602961,0.035,0.04574468085106383,0.0,100,Tunggal,Susu,Lain-lain
"Susu skim, bubuk",0.3926174496644295,0.4791386271870794,0.01,0.5531914893617021,0.0,100,Olahan,Susu,Lain-lain
"Susu skim, segar",0.03131991051454139,0.04710632570659488,0.001,0.05425531914893617,0.0,100,Olahan,Susu,Lain-lain
"Yoghurt, segar",0.04921700223713646,0.04441453566621803,0.025,0.0425531914893617,0.0,100,Olahan,Susu,Lain-lain
"Bayau mi balu, masakan",0.3411633109619687,0.08075370121130551,0.122,0.476595744680851,0.0,100,Olahan,Telur,Lain-lain
"Cucuru bayau, masakan",0.3814317673378076,0.09152086137281291,0.187,0.4074468085106382,0.0,100,Olahan,Telur,Lain-lain
"Ikan, telur, asin, mentah",0.3914988814317673,0.278600269179004,0.264,0.1,0.0,100,Olahan,Telur,Lauk
"Kalio telur, masakan",0.2069351230425056,0.1426648721399731,0.124,0.1031914893617021,0.0,100,Olahan,Telur,Lauk
"Telur ayam kampung, segar",0.1856823266219239,0.14535666218035,0.14,0.01276595744680851,0.0,87,Tunggal,Telur,Lauk
"Telur ayam ras, bagian kuning, segar",0.3881431767337807,0.2193808882907133,0.319,0.007446808510638297,0.0,100,Tunggal,Telur,Lauk
"Telur ayam ras, bagian putih, segar",0.04697986577181208,0.14535666218035,0.0,0.00851063829787234,0.0,100,Tunggal,Telur,Lauk
"Telur ayam ras, segar",0.1633109619686801,0.1668909825033647,0.108,0.007446808510638297,0.0,89,Tunggal,Telur,Lauk
"Telur ayam, dadar, masakan",0.2718120805369127,0.2193808882907133,0.194,0.01489361702127659,0.0,100,Olahan,Telur,Lauk
"Telur bebek alabio, segar",0.2002237136465324,0.1588156123822342,0.142,0.03191489361702127,0.0,90,Tunggal,Telur,Lauk
"Telur bebek tambak, segar",0.2002237136465324,0.1467025572005384,0.124,0.08404255319148936,0.0,90,Tunggal,Telur,Lauk
"Telur bebek, asin, mentah",0.1912751677852349,0.1830417227456258,0.133,0.04680851063829788,0.0,83,Olahan,Telur,Lauk
"Telur bebek, bagian kuning, segar",0.4228187919463087,0.2288021534320323,0.35,0.00851063829787234,0.0,100,Tunggal,Telur,Lauk
"Telur bebek, bagian putih, segar",0.05145413870246085,0.1480484522207268,0.0,0.00851063829787234,0.0,100,Tunggal,Telur,Lauk
"Telur bebek, dadar, masakan",0.3277404921700223,0.2691790040376851,0.237,0.0,0.0,100,Olahan,Telur,Lauk
"Telur burung maleo, segar",0.4787472035794183,0.3566621803499327,0.363,0.00425531914893617,0.0,-,Tunggal,Telur,Lauk
"Telur burung puyuh, segar",0.1208053691275168,0.1440107671601615,0.07,0.01702127659574468,0.0,100,Tunggal,Telur,Lauk
"Telur penyu, segar",0.1431767337807606,0.1157469717362046,0.101,0.02872340425531915,0.0,90,Tunggal,Telur,Lauk
"Arrowroot, segar",0.1051454138702461,0.01345895020188425,0.002,0.2563829787234043,0.03655913978494624,100,Tunggal,Umbi,Makanan pokok
Bagea kelapa asin,0.494407158836689,0.04306864064602961,0.139,0.8308510638297871,0.0,100,Olahan,Umbi,Lain-lain
Bagea kelapa manis,0.4966442953020134,0.01749663526244953,0.138,0.8574468085106383,0.0,100,Olahan,Umbi,Lain-lain
Bagea kenari asin,0.5827740492170022,0.04306864064602961,0.291,0.676595744680851,0.0,100,Olahan,Umbi,Lain-lain
Bagea kenari manis,0.576062639821029,0.04306864064602961,0.282,0.6829787234042554,0.0,100,Olahan,Umbi,Lain-lain
Bagea kw 1,0.4563758389261744,0.08748317631224764,0.094,0.8117021276595744,0.00860215053763441,100,Olahan,Umbi,Lain-lain
Bagea kw 2,0.4183445190156599,0.004037685060565276,0.035,0.9276595744680851,0.01935483870967742,100,Olahan,Umbi,Lain-lain
"Batatas gembili, segar",0.07606263982102908,0.01480484522207268,0.009000000000000001,0.1702127659574468,0.0903225806451613,85,Tunggal,Umbi,Makanan pokok
"Batatas kelapa, ubi, bakar",0.1140939597315436,0.01884253028263795,0.011,0.2489361702127659,0.09677419354838711,85,Olahan,Umbi,Makanan pokok
"Batatas kelapa, ubi, kukus",0.09395973154362416,0.0161507402422611,0.003,0.2234042553191489,0.08817204301075268,100,Olahan,Umbi,Makanan pokok
"Batatas kelapa, ubi, segar",0.09060402684563759,0.01480484522207268,0.001,0.2234042553191489,0.08602150537634409,85,Tunggal,Umbi,Makanan pokok
"Batatas tali, ubi, rebus",0.1946308724832215,0.03230148048452221,0.004,0.448936170212766,0.1978494623655914,100,Olahan,Umbi,Makanan pokok
"Belitung, talas, kukus",0.1532438478747204,0.0161507402422611,0.004,0.3638297872340426,0.02150537634408602,100,Olahan,Umbi,Makanan pokok
"Belitung, talas, segar",0.1532438478747204,0.0161507402422611,0.004,0.3638297872340426,0.03225806451612903,85,Tunggal,Umbi,Makanan pokok
"Bengkuang, segar",0.05704697986577181,0.01884253028263795,0.002,0.1361702127659574,0.02150537634408602,84,Tunggal,Umbi,Sayur
"Bentul (Komba), talas, segar",0.1006711409395973,0.02153432032301481,0.006999999999999999,0.2223404255319149,0.01505376344086022,86,Tunggal,Umbi,Makanan pokok
"Bentul, talas, kukus",0.07046979865771812,0.03095558546433378,0.003,0.1638297872340425,0.01075268817204301,100,Olahan,Umbi,Makanan pokok
Beras Cerdas,0.3825503355704697,0.03633916554508749,0.011,0.8755319148936169,0.1333333333333334,100,Olahan,Umbi,Makanan pokok
Beras ganyong,0.3982102908277405,0.04576043068640646,0.006999999999999999,0.9180851063829787,0.1010752688172043,100,Olahan,Umbi,Makanan pokok
Beras Siger,0.3758389261744966,0.01480484522207268,0.002,0.3010638297872341,0.1204301075268817,100,Olahan,Umbi,Makanan pokok
Biji nangka/Biji salak,0.2841163310961968,0.03095558546433378,0.05400000000000001,0.5436170212765957,0.1720430107526882,100,Olahan,Umbi,Lain-lain
Bubur sagu,0.1778523489932886,0.002691790040376851,0.04,0.351063829787234,0.0,100,Olahan,Umbi,Makanan pokok
Cassavastick,0.5055928411633109,0.0107671601615074,0.187,0.1829787234042553,0.03440860215053764,100,Olahan,Umbi,Lain-lain
Ceriping getuk singkong,0.5078299776286354,0.0161507402422611,0.207,0.7202127659574469,0.01290322580645161,100,Olahan,Umbi,Lain-lain
"Gadeng/Gadung, kering",0.3512304250559284,0.03230148048452221,0.006,0.8148936170212765,0.0,100,Tunggal,Umbi,Makanan pokok
"Gadung, ubi, kukus",0.0894854586129754,0.008075370121130552,0.003,0.2223404255319149,0.01935483870967742,100,Olahan,Umbi,Makanan pokok
"Gadung, ubi, segar",0.1029082774049217,0.01211305518169583,0.003,0.25,0.04516129032258065,85,Tunggal,Umbi,Makanan pokok
"Ganyong, rebus",0.1029082774049217,0.0107671601615074,0.002,0.2531914893617021,0.01935483870967742,100,Olahan,Umbi,Makanan pokok
"Ganyong, segar",0.07718120805369127,0.008075370121130552,0.002,0.1957446808510638,0.01720430107526882,65,Tunggal,Umbi,Makanan pokok
Gatot,0.3791946308724832,0.01749663526244953,0.006999999999999999,0.8914893617021276,0.1247311827956989,100,Olahan,Umbi,Lain-lain
Geblek,0.20917225950783,0.005383580080753701,0.017,0.4723404255319149,0.07741935483870968,100,Olahan,Umbi,Lain-lain
"Gembili, ubi, segar",0.1375838926174497,0.01480484522207268,0.002,0.3329787234042553,0.02365591397849463,85,Tunggal,Umbi,Makanan pokok
Getuk goreng,0.3937360178970917,0.01749663526244953,0.064,0.7904255319148936,0.01720430107526882,100,Olahan,Umbi,Lain-lain
Getuk singkong,0.2192393736017897,0.006729475100942127,0.014,0.5042553191489362,0.01720430107526882,100,Olahan,Umbi,Lain-lain
Gurandil,0.2348993288590604,0.006729475100942127,0.025,0.5159574468085106,0.06666666666666668,100,Olahan,Umbi,Lain-lain
"Hofa/Ubi hutan, segar",0.1331096196868009,0.0161507402422611,0.005,0.3138297872340425,0.07311827956989247,85,Tunggal,Umbi,Makanan pokok
"Kaburan, ubi, segar",0.1398210290827741,0.01345895020188425,0.002,0.3425531914893617,0.01505376344086022,81,Tunggal,Umbi,Makanan pokok
Kabuto,0.2706935123042505,0.03499327052489906,0.025,0.3765957446808511,0.03870967741935484,100,Olahan,Umbi,Makanan pokok
Kapurung,0.03691275167785235,0.02691790040376851,0.003,0.08297872340425531,0.04301075268817205,100,Olahan,Umbi,Makanan pokok
Kecimpring singkong goreng,0.5100671140939597,0.0161507402422611,0.186,0.776595744680851,0.02795698924731183,100,Olahan,Umbi,Lain-lain
"Kentang hitam, segar",0.1498881431767338,0.01211305518169583,0.004,0.3585106382978724,0.1161290322580645,75,Tunggal,Umbi,Makanan pokok
"Kentang, segar",0.06040268456375839,0.02826379542395693,0.002,0.1436170212765957,0.01075268817204301,85,Tunggal,Umbi,Makanan pokok
Keremes,0.5223713646532439,0.02153432032301481,0.252,0.6851063829787234,0.04516129032258065,100,Olahan,Umbi,Lain-lain
"Keribang, ubi, segar",0.1442953020134228,0.01749663526244953,0.011,0.3170212765957447,0.01290322580645161,83,Tunggal,Umbi,Makanan pokok
Keripik gadung,0.4899328859060402,0.03768506056527591,0.145,0.8085106382978723,0.03655913978494624,100,Olahan,Umbi,Lain-lain
Keripik kentang,0.4921700223713646,0.03633916554508749,0.188,0.7138297872340424,0.08172043010752689,100,Olahan,Umbi,Lain-lain
Keripik singkong,0.5257270693512304,0.01211305518169583,0.207,0.7659574468085106,0.04301075268817205,100,Olahan,Umbi,Lain-lain
Keripik singkong berbumbu,0.529082774049217,0.02960969044414536,0.197,0.7829787234042552,0.03440860215053764,100,Olahan,Umbi,Lain-lain
Keripik ubi,0.5346756152125279,0.002691790040376851,0.239,0.7191489361702127,0.3075268817204301,100,Olahan,Umbi,Lain-lain
Kerupuk cumi goreng,0.4876957494407159,0.09286675639300135,0.146,0.7585106382978722,0.1075268817204301,100,Olahan,Umbi,Lain-lain
Kerupuk kemplang (ikan) mentah,0.354586129753915,0.02422611036339166,0.004,0.8351063829787234,0.09677419354838711,100,Olahan,Umbi,Lain-lain
Kerupuk kemplang goreng,0.5548098434004474,0.07537012113055182,0.281,0.6074468085106383,0.006451612903225806,100,Olahan,Umbi,Lain-lain
Kerupuk kemplang panggang,0.3892617449664429,0.1305518169582773,0.011,0.8180851063829787,0.02150537634408602,100,Olahan,Umbi,Lain-lain
Kerupuk mie kuning goreng,0.523489932885906,0.001345895020188425,0.211,0.7585106382978722,0.0903225806451613,100,Olahan,Umbi,Lain-lain
Kerupuk udang goreng,0.5246085011185682,0.063257065948856,0.205,0.7287234042553191,0.1075268817204301,100,Olahan,Umbi,Lain-lain
"Ketela pohon/ singkong, segar",0.1633109619686801,0.01345895020188425,0.003,0.3914893617021276,0.01935483870967742,85,Tunggal,Umbi,Makanan pokok
Ketela pohon/singkong kukus,0.1621923937360179,0.0161507402422611,0.003,0.3872340425531914,0.02795698924731183,100,Olahan,Umbi,Makanan pokok
Kue bangket,0.3691275167785235,0.02018842530282638,0.012,0.8542553191489362,0.0,100,Olahan,Umbi,Lain-lain
Kue putu singkong,0.2337807606263982,0.0161507402422611,0.005,0.5659574468085107,0.05161290322580645,100,Olahan,Umbi,Lain-lain
Lanting getuk,0.4630872483221476,0.01211305518169583,0.108,0.8553191489361702,0.03010752688172043,100,Olahan,Umbi,Lain-lain
Lepok/Ubi rumput,0.1935123042505593,0.03768506056527591,0.012,0.4234042553191489,0.2301075268817204,85,Tunggal,Umbi,Makanan pokok
Mi golosor,0.07046979865771812,0.002691790040376851,0.008,0.1691489361702128,0.002150537634408603,100,Olahan,Umbi,Makanan pokok
Mie Bendo,0.3859060402684563,0.004037685060565276,0.0,0.9361702127659575,0.05161290322580645,100,Olahan,Umbi,Makanan pokok
Mie Sagu,0.203579418344519,0.002691790040376851,0.004,0.4946808510638298,0.03010752688172043,100,Olahan,Umbi,Makanan pokok
Ongol-ongol sagu,0.1152125279642058,0.004037685060565276,0.027,0.225531914893617,0.006451612903225806,100,Olahan,Umbi,Lain-lain
Oyek,0.383668903803132,0.01211305518169583,0.009000000000000001,0.9031914893617021,0.0924731182795699,100,Olahan,Umbi,Makanan pokok
Papeda,0.0592841163310962,0.002691790040376851,0.001,0.1585106382978723,0.01075268817204301,100,Olahan,Umbi,Makanan pokok
Rasbi (Beras Ubi),0.4317673378076062,0.02960969044414536,0.08800000000000001,0.8148936170212765,0.1462365591397849,100,Olahan,Umbi,Makanan pokok
Rasi (Beras Singkong),0.3825503355704697,0.01211305518169583,0.004,0.9117021276595745,0.3096774193548387,100,Olahan,Umbi,Makanan pokok
"Sagu aren, kering",0.3881431767337807,0.008075370121130552,0.011,0.9106382978723403,0.006451612903225806,100,Tunggal,Umbi,Makanan pokok
"Sagu aren, segar",0.2494407158836689,0.008075370121130552,0.002,0.6021276595744681,0.06881720430107528,100,Tunggal,Umbi,Makanan pokok
Sagu forno,0.3165548098434004,0.006729475100942127,0.04,0.6744680851063829,0.0,100,Olahan,Umbi,Lain-lain
Sagu kasbi segar,0.2483221476510067,0.008075370121130552,0.002,0.601063829787234,0.06451612903225806,100,Tunggal,Umbi,Makanan pokok
Sagu Lemak (Kue Sagon),0.4966442953020134,0.03768506056527591,0.148,0.8170212765957446,0.02365591397849463,100,Olahan,Umbi,Lain-lain
Sagu lempeng,0.3791946308724832,0.01211305518169583,0.003,0.9063829787234042,0.1010752688172043,100,Tunggal,Umbi,Makanan pokok
Sagu manis,0.3120805369127517,0.006729475100942127,0.039,0.6638297872340425,0.0,100,Olahan,Umbi,Lain-lain
Sagu Rendang,0.3982102908277405,0.001345895020188425,0.002,0.9627659574468085,0.04086021505376344,100,Olahan,Umbi,Lain-lain
"Sagu singkong, kering",0.3959731543624161,0.006729475100942127,0.003,0.924468085106383,0.0,100,Tunggal,Umbi,Makanan pokok
Sagu sinole,0.3870246085011185,0.0107671601615074,0.083,0.7329787234042554,0.0,100,Olahan,Umbi,Makanan pokok
"Sente, talas, segar",0.3859060402684563,0.009421265141318977,0.002,0.9010638297872341,0.1419354838709677,86,Tunggal,Umbi,Makanan pokok
Serimping talas kebumen,0.5257270693512304,0.03364737550471063,0.212,0.7361702127659575,0.03655913978494624,100,Olahan,Umbi,Makanan pokok
"Suweg, talas, kukus",0.09507829977628636,0.02018842530282638,0.001,0.2329787234042553,0.01935483870967742,100,Olahan,Umbi,Makanan pokok
"Suweg, talas, segar",0.0738255033557047,0.01884253028263795,0.001,0.1829787234042553,0.03010752688172043,86,Tunggal,Umbi,Makanan pokok
"Talas bogor, kukus",0.1252796420581656,0.02018842530282638,0.003,0.3,0.01505376344086022,100,Olahan,Umbi,Makanan pokok
"Talas bogor, segar",0.1118568232662192,0.01884253028263795,0.004,0.2659574468085106,0.01935483870967742,85,Tunggal,Umbi,Makanan pokok
"Talas pontianak, segar",0.1733780760626398,0.03095558546433378,0.005,0.3872340425531914,0.01505376344086022,83,Tunggal,Umbi,Makanan pokok
"Talas viqueque, segar",0.1196868008948546,0.02422611036339166,0.005,0.275531914893617,0.1849462365591398,85,Tunggal,Umbi,Makanan pokok
Tapai singkong,0.180089485458613,0.01884253028263795,0.003,0.4276595744680851,0.04301075268817205,100,Olahan,Umbi,Lain-lain
Tepung Arrowroot,0.3881431767337807,0.009421265141318977,0.002,0.9063829787234042,0.00860215053763441,100,Olahan,Umbi,Makanan pokok
Tepung Ganyong,0.3859060402684563,0.0107671601615074,0.017,0.8893617021276595,0.01505376344086022,100,Olahan,Umbi,Makanan pokok
Tepung Gaplek,0.3769574944071588,0.03230148048452221,0.004,0.8840425531914893,0.1440860215053764,100,Olahan,Umbi,Makanan pokok
"Tepung kentang, kering",0.3791946308724832,0.004037685060565276,0.001,0.9106382978723403,0.00860215053763441,100,Olahan,Umbi,Makanan pokok
Tepung Mocaf,0.3825503355704697,0.0161507402422611,0.006,0.9042553191489362,0.1290322580645161,100,Olahan,Umbi,Makanan pokok
Tepung Sente,0.3557046979865772,0.05383580080753701,0.004,0.8159574468085107,0.1827956989247312,100,Olahan,Umbi,Makanan pokok
Tepung singkong/ Tapioka,0.3970917225950782,0.01480484522207268,0.005,0.9382978723404255,0.01935483870967742,100,Olahan,Umbi,Makanan pokok
Tepung Tales Beneng,0.3624161073825503,0.07671601615074025,0.006,0.8095744680851064,0.2623655913978495,100,Olahan,Umbi,Makanan pokok
Tepung Ubi Ungu,0.3870246085011185,0.03768506056527591,0.006,0.897872340425532,0.2774193548387097,100,Olahan,Umbi,Makanan pokok
Tiwul,0.3859060402684563,0.03230148048452221,0.011,0.8872340425531915,0.1397849462365592,100,Olahan,Umbi,Makanan pokok
Tiwul Instan,0.4328859060402684,0.04306864064602961,0.085,0.8138297872340425,0.0903225806451613,100,Olahan,Umbi,Makanan pokok
Ubi Cilembu,0.1991051454138703,0.02557200538358008,0.002,0.4712765957446808,0.07311827956989247,90,Olahan,Umbi,Makanan pokok
"Ubi jalar manis, segar",0.08389261744966443,0.02018842530282638,0.002,0.2,0.01290322580645161,85,Tunggal,Umbi,Makanan pokok
"Ubi jalar merah, segar",0.1599552572706935,0.02153432032301481,0.003,0.3765957446808511,0.01505376344086022,86,Tunggal,Umbi,Makanan pokok
"Ubi jalar putih, segar",0.0894854586129754,0.005383580080753701,0.004,0.2191489361702128,0.08602150537634409,86,Tunggal,Umbi,Makanan pokok
Ubi jalar tinta/ kemayung,0.1118568232662192,0.006729475100942127,0.004,0.2723404255319149,0.0903225806451613,85,Tunggal,Umbi,Makanan pokok
Ubi jalar tinta/ kemayung kukus,0.1756152125279642,0.01211305518169583,0.002,0.4234042553191489,0.02365591397849463,100,Olahan,Umbi,Makanan pokok
"Ubi jalar, kuning, kukus",0.1029082774049217,0.009421265141318977,0.003,0.2531914893617021,0.02150537634408602,100,Olahan,Umbi,Makanan pokok
"Ubi jalar, kuning, segar",0.1241610738255033,0.006729475100942127,0.004,0.2670212765957447,0.0903225806451613,85,Tunggal,Umbi,Makanan pokok
Uli batatas,0.1588366890380313,0.01480484522207268,0.04,0.2914893617021276,0.0,100,Olahan,Umbi,Lain-lain
"Umbi Uwi, segar",0.1252796420581656,0.03768506056527591,0.005,0.8755319148936169,0.05591397849462366,86,Tunggal,Umbi,Makanan pokok
